sl_no,author,coauthor,Journal Paper Title,JournalTitle,JournalName,Volume,Issue,Pages,ArticleNumber,DateOfPublication,Year,DOI,Publisher,SJR,Quartile,NumberOfCitations,IsConference,ConferenceDate,ConferenceLocation,URL,h_index,i10_index,total_citations,document_count,ScopusVerified,ORCID
1,Dr.Sushma B,"Bylaiah Sushma, Seema Shedole, Kuralayanapalya Puttahonnappa Suresh, Gowda Leena, Sharanagouda S Patil, Gowda Srikantha",An estimate of global anthrax prevalence in livestock: A meta-analysis,,,,,1263-1271,,2021-5-22,2021,10.14202/vetworld.2021.1263-1271,Veterinary World,N/A,N/A,48,NO,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8243666/,6,3,123,,NO,
2,Dr.Sushma B,"Sushma Bylaiah, Seema Shedole, Kuralayanapalya Puttahonnappa Suresh, Leena Gowda, Bindya Shivananda, Chandan Shivamallu, Sharanagouda S Patil","Disease prediction model to assess the impact of changes in precipitation level on the risk of anthrax infectiousness among the livestock hosts in Karnataka, India",,,9,11,4157,,2022-10-29,2022,10.18203/2394-6040.ijcmph20222912,Medip Academy,N/A,N/A,17,NO,,,https://www.researchgate.net/profile/Sharanagouda_Patil3/publication/358262477_Disease_Prediction_Model_to_Assess_the_Impact_of_Changes_in_Precipitation_Level_on_the_Risk_of_Anthrax_Infectiousness_among_the_Livestock_Hosts_in_Karnataka_India/links/61f8e9ee11a1090a79c5ee7d/Disease-Prediction-Model-to-Assess-the-Impact-of-Changes-in-Precipitation-Level-on-the-Risk-of-Anthrax-Infectiousness-among-the-Livestock-Hosts-in-Karnataka-India.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail,6,3,123,,NO,
3,Dr.Sushma B,"Kuralayanapalya Puttahonnappa Suresh, Sushma Bylaiah, Sharanagouda Patil, Mohan Kumar, Uma Bharathi Indrabalan, Bhavya Anenahalli Panduranga, Palya Thimmaiah Srinivas, Chandan Shivamallu, Shiva Prasad Kollur, Charley A Cull, Raghavendra G Amachawadi",A new methodology to comprehend the effect of El Niño and La Niña oscillation in early warning of anthrax epidemic among livestock,Zoonotic Diseases,Zoonotic Diseases,2,4,267-290,2-s2.0-105004035291,2022-12-01,2022,10.3390/zoonoticdis2040022,Multidisciplinary Digital Publishing Institute (MDPI),N/A,Q1,15,NO,,,https://www.mdpi.com/2813-0227/2/4/22,6,3,123,,YES,
4,Dr.Sushma B,"Sushma Bylaiah, Seema Shedole, Kuralayanapalya Puttahonnappa Suresh, Leena Gowda, Sharanagouda S Patil, Uma Bharathi Indrabalan, Chandan Shivamallu",Relative analysis of codon usage and nucleotide bias between anthrax toxin genes subsist Inpxo1 plasmid of bacillus anthracis,,,17,8,731-740,,2021-8-31,2021,10.6026/97320630017731,Biomedical Informatics,N/A,N/A,9,NO,,,https://www.researchgate.net/profile/Chandan-Shivamallu/publication/350893875_Relative_Analysis_of_Codon_Usage_and_Nucleotide_Bias_between_Anthrax_Toxin_Genes_Subsist_Inpxo1_Plasmid_of_Bacillus_Anthracis/links/60791b85907dcf667ba13752/Relative-Analysis-of-Codon-Usage-and-Nucleotide-Bias-between-Anthrax-Toxin-Genes-Subsist-Inpxo1-Plasmid-of-Bacillus-Anthracis.pdf,6,3,123,,NO,
5,Dr.Sushma B,"Sushma Bylaiah, Seema Shedole, Kuralayanapalya Puttahonnappa Suresh, Leena Gowda, Sharanagouda S Patil, Uma Bharathi Indrabalan","Analysis of Codon Usage Bias in Cya, Lef, and Pag Genes Exists in px01 Plasmid of Bacillus Anthracis",Lecture Notes in Networks and Systems,Lecture Notes in Networks and Systems,314,,1-9,2-s2.0-85123281485,2022-01-01,2022,10.1007/978-981-16-5655-2_1,Springer Science and Business Media Deutschland GmbH,N/A,Q1,7,NO,,,https://link.springer.com/chapter/10.1007/978-981-16-5655-2_1,6,3,123,,YES,
6,Dr.Sushma B,"Jayashree Anandakumar, Kuralayanapalya Puttahonnappa Suresh, Archana Veeranagouda Patil, Chethan A Jagadeesh, Sushma Bylaiah, Sharanagouda S Patil, Divakar Hemadri","Comprehensive Spatial-Temporal and Risk Factor Insights for Optimizing Livestock Anthrax Vaccination Strategies in Karnataka, India",Vaccines,Vaccines,12,9,1081,2-s2.0-85205039366,2024-09-01,2024,10.3390/vaccines12091081,Multidisciplinary Digital Publishing Institute (MDPI),N/A,Q1,6,NO,,,https://www.mdpi.com/2076-393X/12/9/1081,6,3,123,,YES,
7,Dr.Sushma B,"N Pallavi, P Vijayakarthik, Sushma Bylaiah",Optimizing Dragon Fruit Quality and Maturity Classification Through Deep Learning Techniques,SN Computer Science,SN Computer Science,6,6,652,2-s2.0-105010653955,2025-08-01,2025,10.1007/s42979-025-04195-8,Springer,N/A,Q1,5,NO,,,https://link.springer.com/article/10.1007/s42979-025-04195-8,6,3,123,,YES,
8,Dr.Sushma B,"Bylaiah Sushma, Seema Shedole, Kuralayanapalya Puttahonnappa Suresh, Gowda Leena, Mohan Kumar GS, Sharanagouda S Patil","Estimation Of The Basic Reproduction Number To Assess The Impact Of Precipitation Change On The Risk Of An Anthrax Outbreak Among Livestock In Karnataka, India.",,,,,97-108,,2022-5-12,2022,10.1201/9781003186304-8,CRC Press,N/A,N/A,5,NO,,,https://www.researchgate.net/profile/Dr-Bylaiah/publication/364359204_Estimation_Of_The_Basic_Reproduction_Number_To_Assess_The_Impact_Of_Precipitation_Change_On_The_Risk_Of_An_Anthrax_Outbreak_Among_Livestock_In_Karnataka_India/links/634fb8a296e83c26eb356ef8/Estimation-Of-The-Basic-Reproduction-Number-To-Assess-The-Impact-Of-Precipitation-Change-On-The-Risk-Of-An-Anthrax-Outbreak-Among-Livestock-In-Karnataka-India.pdf,6,3,123,,NO,
9,Dr.Sushma B,"S Akshata Bhayyar, P Kiran, Sushma Bylaiah, P Kiran",Predicting Human Personality using Multimedia by Employing Machine Learning Technique,,,,,,,2023-9-25,2023,10.22541/au.169567122.29363004/v1,Wiley,N/A,N/A,4,NO,,,,6,3,123,,NO,
10,Dr.Sushma B,"Mousumi Bora & Abhijit Deka Kuralayanapalya Puttahonnappa Suresh, Nagendra Nath Barman, Tarushree Bari, Dikshitha Jagadish, Bylaiah Sushma, H. V. Darshan, Sharanagouda S. Patil","Application of machine learning models for risk estimation and risk prediction of classical swine fever in Assam, India",,,34,4,514-525,,2023-11-10,2023,10.1007/s13337-023-00847-6,Springer Science and Business Media LLC,N/A,N/A,3,NO,,,,6,3,123,,NO,
